"_unit_id","_golden","_unit_state","_trusted_judgments","_last_judgment_at","what_is_the_stance_of_the_user_that_wrote_those_three_messages","what_is_the_stance_of_the_user:confidence","content","ids","what_is_the_stance_of_the_user_gold"
"1048885101","false","finalized","3","9/26/2016 09:27:19","leave","0.6551","MESSAGE 1: best explan what's happening in uk/ usa #brexit &amp; @realdonaldtrump. revolution by people vs elites.... https://t.co/54hrunvgfw  MESSAGE 2: his shares fell 30% #branson #brexit https://t.co/1h6tr9sefs  MESSAGE 3: the lion roars. https://t.co/yenzwp6gyo #brexit","747597621519220736_747733382570835968_747911907047182337",
"1048885102","false","finalized","2","9/26/2016 18:22:52","leave","1.0000","MESSAGE 1: i'm stuck in non moving  traffic on the #m40. always a silver lining #voteleave #brexit #euref #independenceday https://t.co/z8vr6f7dnj  MESSAGE 2: it's not quite 2 hours left to save the world but definitely to save the uk from the eu#brexit  MESSAGE 3: vote him out on #june23#euref #voteleave #brexit #remain #inorout #labourin #voteout #euro2016 https://t.co/g4suxpajwb","745978400641286144_746055072157671424_745924384595009538",
"1048885103","false","finalized","2","9/30/2016 11:06:15","leave","1.0000","MESSAGE 1: exactly! we are individuals! we are sovereign nations! #brexit #maga https://t.co/vsqakr1cfs  MESSAGE 2: @realdonaldtrump vote for a better future as we did. #brexit #votetrump2016 #makeamericagreatagain https://t.co/p4jdza84vu  MESSAGE 3: beware the baloney. market is simply adjusting... https://t.co/izfszfir9y @lbc https://t.co/pewpunh5jy","746354325090369536_746459920833314816_746481189683404802",
"1048885104","false","finalized","2","9/28/2016 07:53:02","leave","1.0000","MESSAGE 1: @grumpyfred3 eu, another country italy, needs 40 bill euros  rescue package,&amp; more in que https://t.co/jbgqesz9y7  MESSAGE 2: the british have been held hostage for years by two words, (racist) and (islamophobic). both are used to control. #brexit #voteleave #maga  MESSAGE 3: the longer cameron drags this out the worse it'll get. we need to #brexit now. he should be ordered to get on it! https://t.co/m6q9rwu1gg","747928882339287041_747883259544109057_747799801488678912",
"1048885105","false","finalized","2","9/29/2016 20:51:59","leave","1.0000","MESSAGE 1: @strongerin #brexit grab your tinfoil hats now https://t.co/iozitexx3d  MESSAGE 2: #brexit: just a reminder that paul dacre wants you to #voteout; and what he wants is always best for the country. https://t.co/dw40wtldra  MESSAGE 3: infographic: #brexit vote is approaching. here's our analysts' take. https://t.co/jr0njsxsxp","745953911102648320_745926088346451969_745936090184486912",
"1048885106","false","finalized","2","9/26/2016 09:33:30","remain","1.0000","MESSAGE 1: i don't want to hear any brexiters claiming they didn't know the consequences. they have been precisely predicted. https://t.co/htlyeyjmtg  MESSAGE 2: #brexit means: @david_cameron quits; and we enforce current laws and get new #cleanairact and 'norway' protections https://t.co/vwhz7g58ea  MESSAGE 3: [breaking] the swiss national bank intervened in an attempt to stabilize the swiss franc. #brexithttps://t.co/nvol7hhf1g","746348189788311552_746430534373474304_746259570079694853",
"1048885107","false","finalized","3","9/26/2016 09:41:15","remain","0.6591","MESSAGE 1: today's #brexit #omnishambles cartoon in the times https://t.co/np9ditecq4  MESSAGE 2: trafalgar square now. #brexit https://t.co/ytueh87zrv  MESSAGE 3: fucking hypocrites at @thesun they unleashed the #brexit dogs of hell &amp; now they write a headline like this. https://t.co/fpumpsesgk","747800532903931904_747821042031288320_747813103371423744",
"1048885108","false","finalized","2","9/26/2016 09:41:18","untelligible","1.0000","MESSAGE 1: good read. begs question about need for #europeanunion to find more current &amp; innovative reasons for being.  https://t.co/zmm8tsfgy2  MESSAGE 2: @eucopresident @martinschulz @junckereu post-#brexit/#bremain summit to consider the added value of 'to be or not to be' in #eu. 1/2  MESSAGE 3: what is the added value of 'to be or not be' a member of the #eu? that is critical question for a #post-#eu summit. https://t.co/zmm8tswsmc","745975799652593664_745976892457525248_745812044079857664",
"1048885109","false","finalized","3","9/26/2016 10:01:37","leave","0.6628","MESSAGE 1: an ironic &amp; historic endnote to #brexit! #independence ha its costs. https://t.co/xnekgxsvuq  MESSAGE 2: an ironic and historic endnote to #brexit! #independence has it's costs. https://t.co/xnekgxsvuq  MESSAGE 3: #brexit @alessiopost @david_cameron @junckereu @martinschulz it's imperative that parties facilitate an expeditious smooth transition asap.","746393778995486720_746394479645593600_746375569630101506",
"1048885110","false","finalized","3","9/26/2016 10:47:04","remain","0.6628","MESSAGE 1: collective error in judgment has been made w/#brexit. #westminster under new, bold #leadership can reverse it. 1/2 https://t.co/rqfmfwsax6  MESSAGE 2: eu leaders gather for the post-#brexit summit in brussels https://t.co/ac27clhiw1 https://t.co/wxgftq49sj  MESSAGE 3: today: #eu council president @donaldtusk updates the press corps on #brexit. join4alert https://t.co/cc1i5pprpz https://t.co/dakpzdjk3g","747839274700185600_747844235462852612_747750438649331712",
"1048885111","false","finalized","2","9/30/2016 02:18:38","leave","1.0000","MESSAGE 1: my heart won't listen to my head tempering my hopes.#euref #brexit #independenceday #leave  MESSAGE 2: choice is simple...take back control or....open the floodgates #brexit  MESSAGE 3: i 2 won't subscribe #sky while they do propaganda instead of journalism &amp; i only pay a #tvlicence to hold bbc 2 acct https://t.co/3xpw0lrlpj","745743187113840640_745938877613998080_745991431181996032",
"1048885112","false","finalized","2","9/26/2016 15:00:04","leave","1.0000","MESSAGE 1: what an insult the bbc offers us their disproven tin-eared remain believing in-house commentators, for #brexit process examination.#r4today  MESSAGE 2: o happy #brexit day,@montie @skygillian @lisamarkwell #skypapers  MESSAGE 3: the happy co-operative quiet #brexit revolution - june 2016#r4today","746589615231016960_746577721615130630_746594746777362432",
"1048885113","false","finalized","2","9/26/2016 14:34:36","untelligible","1.0000","MESSAGE 1: listening to varied commentary on #brexit gives real insight into how many people have no idea they can exercise any power in life.@lbc #lbc  MESSAGE 2: the european parliament sure know how to take unlovability to new heights, don't they?#brussels #brexit  MESSAGE 3: it will be interesting to get down to details.good win for #efta, their clout v the eu, will soar if britain joins. https://t.co/rtmbmvupxn","747873669309927424_747718279481942016_747900982965706752",
"1048885114","false","finalized","2","9/26/2016 14:34:36","leave","1.0000","MESSAGE 1: jon cleese . show these eu unelected . we are winners not losers vote leave. jon cleese votes now no fear !!! leave"" https://t.co/6gdkms2ocf  MESSAGE 2: @uklabour apparently boris &amp; farage aren't good ambassadors.. sorry david??, his bf george &amp; kahn are then..?? wake up #brexit #euref #leave  MESSAGE 3: britain wound be safer outside the eu cooperating with our allies in europe &amp; around the world #brexit https://t.co/ucoadgmpmk","745781673703387137_745860581287157761_745910651315437568",
"1048885115","false","finalized","2","9/26/2016 09:18:09","leave","1.0000","MESSAGE 1: that #brexit feeling, utterly glorious. https://t.co/tonpwelfcd  MESSAGE 2: some french and dutch politicians are now calling for their own eu referenda in the wake of a #brexit vote https://t.co/j9khsq5ynw  MESSAGE 3: ""never, never, never give up."" - winston churchill#brexitgreat britian https://t.co/doxha0ujth","746293653077889029_746291279856865280_746253622229540864",
"1048885116","false","finalized","3","9/26/2016 10:46:31","leave","0.6667","MESSAGE 1: #ftse 100 soars in great post-#brexit stock market fightback https://t.co/pwwgfopqjg #tcot #brexit #auspol  @michaelpascoe01 #eurefresults  MESSAGE 2: as predicted, scots first minister and snp leader nicola sturgeon forced to make humiliating climb down over #brexit https://t.co/4lxtacpsu1  MESSAGE 3: it's not like verhofstadt to be so restrained.......#brexit https://t.co/ryuwxt1xer","747922783095644161_747896468707610624_747742285962616832",
"1048885117","false","finalized","2","9/26/2016 10:21:34","untelligible","1.0000","MESSAGE 1: #euref polling average:remain 46 (+3)leave 44 (-1)dk 10 (-2)https://t.co/huxotphrib#brexit #eureferendum https://t.co/yyhia53lyo  MESSAGE 2: #euref summary:polls say remain+2nowcast 52-48forecast 53-47#brexit % chance 26 (-11)https://t.co/huxotphrib https://t.co/oo8xwl278a  MESSAGE 3: the river whisper? #brexit https://t.co/1modzqzzrx","745787023605137408_745787076679872512_745790029750951936",
"1048885118","false","finalized","3","9/26/2016 09:37:10","remain","0.6551","MESSAGE 1: well i had to draw something today...#brexit #cameronresigns #farage very painful https://t.co/lsmo3tfciy  MESSAGE 2: #brexit. nutshell. little england. anti-immigration.https://t.co/jfhdwuvshb  MESSAGE 3: the leave campaign can't prevent european migration and are backpedaling... people are going to be furious https://t.co/ezcydxzvuf","746429519100182528_746422381254684672_746509625432940544",
"1048885119","false","finalized","2","9/29/2016 21:07:52","untelligible","1.0000","MESSAGE 1: surreal taiwanese cartoon nails the #brexit crisis (video) https://t.co/mp6vgqcnhe https://t.co/ax6vpgwmem  MESSAGE 2: the real result of the referendum: https://t.co/uc7hd6idss  #postrefracism  #brexit.  MESSAGE 3: #brexit set to hit house price growth in major cities, says hometrack report https://t.co/tchyo7nu5k https://t.co/752o0csrwp","747855475450978305_747860624546340864_747779583534063616",
"1048885120","false","finalized","2","9/26/2016 14:20:26","leave","1.0000","MESSAGE 1: tomorrow we celebrate our independence day.. the glorious 24th #brexit #voteleave #bluehand https://t.co/5jg1zymamr  MESSAGE 2: just voted. electoral officers were in there whining about #voteleave supporters ""scaremongering"" about vote fraud. how impartial. #brexit  MESSAGE 3: ❤️??? britain just celebrated the magna carta's 800th year anniversary. to what end if they remain in #eu? #brexit  https://t.co/ajxpvjzkze","746024691261906945_746024463360196609_746024380833075200",
"1048885121","false","finalized","2","9/26/2016 09:56:47","leave","1.0000","MESSAGE 1: #brexit  happy independence day. freedom is scary but you have been a strong independent nation for most of your history. welcome back  MESSAGE 2: how #brexit will have an immediate impact on us travelers https://t.co/yghdx0vqvj @bjonescooper https://t.co/gcu9kc7vz4  MESSAGE 3: breaking news the u.k. voted #brexit to take their country back now it is time for the usa to do the same by voting the establishment out.","746413967082348544_746430866314792960_746407655678214145",
"1048885122","false","finalized","2","9/30/2016 19:42:15","leave","1.0000","MESSAGE 1: new supercut: press, comedians cry xenophobia over #brexit vote https://t.co/cgm9ivadnh via @davidrutz  MESSAGE 2: “low information”: video shows incredibly stupid anti-#brexit protester - https://t.co/kb5aswgekn https://t.co/rszmusal8g  MESSAGE 3: why this 37-year-old british financier voted for #brexit: https://t.co/2plb8hwjgq https://t.co/4ocvbmdldr","747867435974295552_747864660418846720_747863095515635712",
"1048885123","false","finalized","3","9/28/2016 18:08:23","leave","0.6648","MESSAGE 1: can british tweeps actually read tweetsfrom other countries with hashtag#brexit ?there is hardly any interaction ?  MESSAGE 2: @ievolutione anyone think it's related to #brexit distraction &amp; fear mongering? is it another gun wielding whitie⁉️ https://t.co/keqsk7fyp5  MESSAGE 3: love this!! #brexit #leave #euref #notoeu #ivoted https://t.co/fdlell9zbb","745754364644458497_746007544523538432_746025734741889024",
"1048885124","false","finalized","2","9/26/2016 14:13:09","leave","1.0000","MESSAGE 1: best cartoon of 2016!#brexit i congratulate the britons for their courage ! thx.  cc @leaveeuofficial @vote_leave https://t.co/syljh8a7du  MESSAGE 2: meeting the #brighton #brexiteers at 11:00 for a lunch time/afternoon pint... #brexit corner for any straggling brexiteers!!  MESSAGE 3: despite the odds, freedom is looking like it has a chance tonight ?? #brexit","746271107662118912_746277768317505536_746271975623000064",
"1048885125","false","finalized","3","9/26/2016 09:06:08","leave","0.6734","MESSAGE 1: we love him! https://t.co/jfpoamkgsf  MESSAGE 2: stop the dictatorial #eu. we must follow #brexit. there can be no reform without #nexit #daxit #frexit #italexit https://t.co/kyzozoern0  MESSAGE 3: .@bselcoe brilliantly sums up the destructive insanity of #brexitthe dementia will eventually fade as britain does https://t.co/zhtkuflugj","747785999355346944_747850769114750976_747776318427791360",
"1048885126","false","finalized","2","9/26/2016 09:18:09","leave","1.0000","MESSAGE 1: roughly 27 hours to the result of eu referendum #brexit. i'll actually be gutted if it goes remain. https://t.co/xsfqwwcdw0  MESSAGE 2: @cabgirle is he whistling ? oh what a beautiful morning , oh what a beautiful day ? ? #brexit  MESSAGE 3: the force is strong in this one... #brexit https://t.co/dszoxkgtzm","745815373266706432_745979699130699777_745980380344369152",
"1048885127","false","finalized","3","9/26/2016 09:27:19","leave","0.6551","MESSAGE 1: political elite and vested interests 16,141,241plebs and peasants 17,410,742 no more tail wagging the dog #brexit ??????  MESSAGE 2: anne soubry, ""markets"" placed a wrong bet, and that is the only reason they are reacting the way they are today.#brexit #euref #eurefresults  MESSAGE 3: i'm sorry but it sometimes appears that liberals love democracy until the majority have a view they don't agree with. #brexit","746308310727536640_746251717218549760_746473679379402753",
"1048885128","false","finalized","3","9/26/2016 15:35:02","leave","0.6714","MESSAGE 1: we must be vigilant &gt; #tories trying to dump our #brexit &gt; do not let it happen folks https://t.co/k323fbf1ss  MESSAGE 2: we must respect the decision of those who voted for #brexit and work together to get the best deal for london https://t.co/fzqsvpcz2m  MESSAGE 3: calm down dear, its only #brexit ?? https://t.co/crbenpuapv","747761405256925184_747765977534898176_747940965999120384",
"1048885129","false","finalized","2","9/26/2016 14:46:06","leave","1.0000","MESSAGE 1: done #ivoted #leavenodoubt  #brexit #leaveeu https://t.co/luk1zwhjnz  MESSAGE 2: reports that @nigel_farage absence from #c4debate due to an attack on one of his family members #euref #brexit #nastypolitics  MESSAGE 3: wow: record turnout of working class voters revives brexit hopes https://t.co/rld0ia2rns#euref #brexit #ukip #leave https://t.co/sstk9aht1k","745909490269192192_745899368046264320_746077850109906945",
"1048885130","false","finalized","2","9/26/2016 09:21:46","leave","1.0000","MESSAGE 1: young can look forward to ""more secure"" &amp; ""prosperous future"", @borisjohnson says https://t.co/c18gy9m6wf #brexit https://t.co/h1knkjvffi  MESSAGE 2: none of these people gathered and no one marched over the 1400 young girls raped by grooming gangs in #rotherham https://t.co/5aiuc0lopg  MESSAGE 3: screaming ""racist"" when a nation wants to govern themselves &amp; control immigration doesn't work anymore!??#brexit?? https://t.co/zjvmjooaw3","746299226410389505_746439896328437760_746436152295567360",
"1048885131","false","finalized","3","9/26/2016 12:41:25","leave","0.6685","MESSAGE 1: i'll miss those... cometh the hour, cometh the man. now to purge uk parliament of anti-democrat/pro-euers. https://t.co/js9dv0atve  MESSAGE 2: 1) find a couple of idiots who ""bregret"" voting for #brexit.2) pretend it's a nationwide phenomenon.3) call for a 2nd referendum.  MESSAGE 3: wow just wow the barrel now officially scraped #brexit  https://t.co/fkeucjftqs","747732860862341120_747727364088532992_747735546496163841",
"1048885132","false","finalized","2","9/26/2016 09:21:46","leave","1.0000","MESSAGE 1: even stuart rose, the recently mislaid chairman of the remain campaign, said wages would go up if britain left the eu #brexit #c4debate  MESSAGE 2: #ivoted : #brexit! today go to your local polling station and #voteleave! #takecontrol #projecthope #independenceday https://t.co/eqojcufwr7  MESSAGE 3: we voted for #brexit - not one more penny to subsidise the horror that is bullfighting. https://t.co/qqxbxu6rcd","745748547639906310_745898105955098625_746011312287784960",
"1048885133","false","finalized","2","9/26/2016 14:26:58","leave","1.0000","MESSAGE 1: ""the uk just voted to make all meals breakfast"" is a smarter statement than most of the crap i've read on twitter today #brexit #eurefresult  MESSAGE 2: it's called democracy quit the hissy fit and get over it @spreadthewhimsy https://t.co/dubyte61sc  MESSAGE 3: here you go again putting this fool on here he's not in government or official leave shame on you @huffpostuk  https://t.co/ziqay49rly","746401905933430784_746388398043242496_746611442892283905",
"1048885134","false","finalized","2","9/26/2016 12:39:44","untelligible","1.0000","MESSAGE 1: does it matter now we've had the vote @bbcrealitycheck  https://t.co/4rmiwjx1br  MESSAGE 2: paper money!! it's lost nothing until it seeks to sell shares. shares rise and fall daily @huffpostuk  https://t.co/b9ahahb2ft  MESSAGE 3: it means the money people think there's a chance to make more money for less risk #brexit @bbcos https://t.co/ugqsyjmazy","747759271845183488_747769782167011328_747792092924088320",
"1048885135","false","finalized","2","9/26/2016 10:02:40","leave","1.0000","MESSAGE 1: really hope britain chooses to #voteleave today. make june 23 your independence day &amp; control your borders!#brexit https://t.co/y1a3u4wnos  MESSAGE 2: another sign the fix is in against #brexit - no exit polls!always a sign those ""counting"" the votes have their thumb in the scale  MESSAGE 3: #brexit insider: eu the ‘new soviet union’ - https://t.co/xtslclzqvu","746013641342869504_745817705408659457_746041391491448832",
"1048885136","false","finalized","2","9/26/2016 09:56:47","leave","1.0000","MESSAGE 1: new: ""#brexit--why the globalists lost""https://t.co/v1qsqsvc6hby @libertarianblue and me https://t.co/vk2913b6jb  MESSAGE 2: yesterday, the people of the united kingdom voted to protect their borders and national security. #brexit https://t.co/fv9uj8ctdx  MESSAGE 3: i know!  i was working and couldn't watch tv.  i feel like i slept through christmas. https://t.co/1r285ugwto","746517873762308096_746374996667183104_746535082626670592",
"1048885137","false","finalized","2","9/26/2016 18:58:23","untelligible","1.0000","MESSAGE 1: #brexit stock market fallout lasted an entire two trading days.  MESSAGE 2: #brexit insider: eu plans occupational army to suppress the people https://t.co/fzi4lvjhlr @drudge #ukip #tcot https://t.co/kwklf5xwuq  MESSAGE 3: even ""back of the queue"" obama is calling out post #brexit ""hysteria"". https://t.co/e7m8lat5n5","747827841924927488_747824629155168256_747802847593431040",
"1048885138","false","finalized","2","9/30/2016 02:13:54","remain","1.0000","MESSAGE 1: try not to spoil your vote today. when it says 'put a cross in the box' think oliver norwood or wes hoolahan #brexit https://t.co/kicfkvi7os  MESSAGE 2: the best reason to vote remain, in a nutshell. #brexit https://t.co/6gqwupu68u  MESSAGE 3: it'll be really great tomorrow if ukip and ids get defeated by a bunch of bloody remainians. #brexit","745923530328522753_746073138191020033_746090844088852481",
"1048885139","false","finalized","3","9/30/2016 19:34:51","remain","0.6908","MESSAGE 1: to celebrate #brexit @thesun has put billy charlton, a neo-nazi from #sunderland on their front page ht @ant1fane https://t.co/clek190jgn  MESSAGE 2: +100% spike in uk searches for ""getting an irish passport"" after #brexit votehttps://t.co/qyssi0v91x https://t.co/audhpllmas  MESSAGE 3: the glue id strong in this wan #scunderd #brexit https://t.co/ys2ogqmm3t","746423864490483713_746441501794787328_746328620046520321",
"1048885140","false","finalized","3","9/26/2016 10:47:04","remain","0.6628","MESSAGE 1: @newsworthy_ie @ladfleg *screeeeeeeeccccchhhh* the sound of dupers doing a 180 after realising true meaning of #brexit for ni...  MESSAGE 2: gregory campbell ""we will be able to control our own destiny with that money that we don't give to europe.."" #brexit https://t.co/lky65izspg  MESSAGE 3: official at irish passport office in london tells me they are forecasting 1 million new passport applications (total) #brexit","747829977605873668_747827000040108033_747837588581539840",
"1048885141","false","finalized","2","9/26/2016 10:02:40","untelligible","1.0000","MESSAGE 1: sensex, #nifty50 cautious ahead of #brexit vote; tata motors surgeshttps://t.co/cb0lmok0io https://t.co/luqeupxws6  MESSAGE 2: asia #stocks, sterling rise as #brexit anxiety abateshttps://t.co/v8wrfh8mvq#investors https://t.co/yujgrm0gew  MESSAGE 3: wall street dips with all eyes on #brexit referendumhttps://t.co/otnkrzu8za#investors https://t.co/igwawjywfc","745889963338768384_745890527560744960_745892592890552320",
"1048885142","false","finalized","2","9/26/2016 14:06:26","untelligible","1.0000","MESSAGE 1: @moodysinvsvc on #brexit: brexit is a credit negative for uk sovereign &amp; other uk debt issuers.https://t.co/5wausnxysg  MESSAGE 2: moody’s on #brexit: over time, uk &amp; eu might agree to most trading relationships #ukexitseu https://t.co/22avkqknkc https://t.co/dk7aghvtse  MESSAGE 3: #brexit: cheaper pound may attract more tourists to #uk, europehttps://t.co/wwgp0mmecj","746275364603727872_746263545659088896_746595961464512512",
"1048885143","false","finalized","2","9/26/2016 08:52:38","untelligible","1.0000","MESSAGE 1: asian #stocks extend losses, sterling near 30-year lows in #brexit just give missed call here @07879881122https://t.co/otnkrzcxaa  MESSAGE 2: #brexit fallout, global #commodity markets may remain volatile  just give missed call here @07879881122 https://t.co/2vq5qu164b  MESSAGE 3: #oil prices rise on looming norway strike, but #brexit still weighs just give missed call here @07879881122https://t.co/rpszpgc5o7","747739974900973568_747737388479184896_747740433720061952",
"1048885144","false","finalized","2","9/30/2016 11:06:15","remain","1.0000","MESSAGE 1: a #brexit would be bad for the global and eurozone economies, but catastrophic for the u.k. #economy, which is why we don't expect it.  MESSAGE 2: #brexit or #bremain: #oil, #gold &amp; #fx trades may see vastly different short-term plays via @forbes https://t.co/iveyqhox66 #oilandgas #gbp  MESSAGE 3: #brent, #wti #futures slide continued well into us session; more to do with us #inventories than #brexit risk- but crude reasons either way!","745922959869640704_746081412978180101_745745304478167041",
"1048885145","false","finalized","2","9/26/2016 12:16:25","untelligible","1.0000","MESSAGE 1: #icym my recent @forbes post: #brexit or #bremain: gauging #oil, #gold and #fx short-term plays https://t.co/pw65rtjcb0  #oilandgas #forex  MESSAGE 2: #icym my recent @forbes post: #brexit or bremain: gauging #oil, #gold and #fx short-term plays https://t.co/8c0thiumq1 #oilandgas #forex  MESSAGE 3: #wallstreet rocked by #brexit vote as leading indices plunge https://t.co/z36qeulvkz via @ibtimesuk #equities #selloff #djia #nasdaq","746353289147588608_746353791490981888_746352675739013120",
"1048885146","false","finalized","2","9/26/2016 09:06:08","untelligible","1.0000","MESSAGE 1: bargain hunters stem uk stock market decline https://t.co/burast7znm via @ibtimesuk #brexit #equities #forex #bofaml #brexit #ftse100  MESSAGE 2: my 'crude' chat with @zakstraderscafe via @officialtiptv https://t.co/qpjq5yuzpc no #brexit panic in #oilandgas mkts https://t.co/zvqqkqb9ot  MESSAGE 3: #brexit: @british_airways owner #iag won't cut uk jobs or move #assets https://t.co/ogrepbpxnc via @ibtimesuk #airlines #aviation","747813646873530368_747747507174772736_747822032050589700",
"1048885147","false","finalized","2","9/29/2016 20:51:59","leave","1.0000","MESSAGE 1: biggest mistake i've made today was leaving betting slip out, leave to win, for wife to find. she's now on about a holiday #brexit  MESSAGE 2: just been knocking up on a council estate in hammersmith. leave outnumbered remain by 20:1 #brexit https://t.co/sfnc1efwgv  MESSAGE 3: we said no and were ignoredbrits, make this referendum count and #voteleave #brexit. unlike us, you cannot be ignored","746057977132625920_746074245755703296_746073084612980737",
"1048885148","false","finalized","2","9/26/2016 10:15:59","leave","1.0000","MESSAGE 1: spain fights to claim gibraltar after #brexit https://t.co/mgnqdeobqh https://t.co/okyooskwsv  MESSAGE 2: oh look, tony blair's chief advisor says it's perfectly fine to ignore the result of the vote so the next ge we are made to stay in. #brexit  MESSAGE 3: @haitch7 @britainunited1 hence why ruth, kez, willie must challenge her on it..with numbers and precision #brexit","746471060481130497_746463899545911296_746439466659774465",
"1048885149","false","finalized","2","9/26/2016 10:47:04","leave","1.0000","MESSAGE 1: get a job, some life experience and vote, you shower of crybaby unwashed wazzocks #brexit won... https://t.co/dml8lq1fms  MESSAGE 2: @bbcnews @liamfoxmp #euref #brexitfor the sake of our country,please run for pm @andrealeadsom https://t.co/tyzwsu4rcc  MESSAGE 3: i am a fan of taking things slow. however, with #brexit i say get on it fast! #article50 now, it'll get ahead of snp and euro-wank 2nd ref.","747888623828230144_747904000318652416_747782316328689669",
"1048885150","false","finalized","2","9/26/2016 10:19:30","leave","1.0000","MESSAGE 1: #voteleave #brexit so someone attacked a family member of farage and shouted ""britain remain in the #eu dictatorship"" ?  MESSAGE 2: #brexit feels good to have put that x in the #leave box. been waiting ages to do it and there was a pen &amp; pencil in the booths! #voteleave  MESSAGE 3: farage casts #brexit vote at his local polling station https://t.co/wfi9q0pna7https://t.co/u9cmxndokz","745744230165909504_746053336374349824_746018960374661120",
"1048885151","false","finalized","2","9/26/2016 09:12:17","leave","1.0000","MESSAGE 1: screaming ""racist"" when a nation wants to govern themselves &amp; control immigration doesn't work anymore!??#brexit?? https://t.co/zjvmjooaw3  MESSAGE 2: so #brexit has happened. curious when godzilla strikes and britain will sink, aren't you? #freedom #independenceday https://t.co/mmndnrselb  MESSAGE 3: #merkel:1) invites hordes of third world rapists2) forces them on eu neighbors3) baffled at succes of #brexit https://t.co/zyt9cruxbc","746402964131164160_746426306976440320_746418943166922753",
"1048885152","false","finalized","2","9/26/2016 09:45:44","leave","1.0000","MESSAGE 1: another globalist tries to sabotage #brexit. https://t.co/kvvajyc2oe  MESSAGE 2: @nytimes @nytimesworld we all instantly un-learn the english language as a revenge for #brexit #doh  MESSAGE 3: wait, weren't we supposed to be in a new great depression by now? #brexit https://t.co/85bg57hzxt","747817890011832320_747820656360886272_747794745896873984",
"1048885153","false","finalized","2","9/26/2016 18:30:01","remain","1.0000","MESSAGE 1: there's a chance it could happen. polls have been tight. today's weather hurts the #stayin campaign #brexit https://t.co/aivcjg3jst  MESSAGE 2: just been knocking up on a council estate in hammersmith. leave outnumbered remain by 20:1 #brexit https://t.co/sfnc1efwgv  MESSAGE 3: and then after the #brexit #voteleave failed all the vote leavers unified together and spilt britain in half then they declared independence","746061540625944578_746077892463968257_746078701725556736",
"1048885154","false","finalized","3","9/26/2016 15:14:25","leave","0.6784","MESSAGE 1: no. you don't. you've been against #brexit all along. https://t.co/aw5t9omv15  MESSAGE 2: if elitist wanted to keep power they should have listened to the people. https://t.co/3og0gnkpfw  MESSAGE 3: .@ambjohnbolton: all the doom and gloom surrounding #brexit is just not true -otr #greta @foxnews","746382857619144704_746476375075217408_746481825619443712",
"1048885155","false","finalized","2","9/26/2016 15:00:04","leave","1.0000","MESSAGE 1: if the #uk has the guts to be more hong kong &amp; less like the #eu as quick as possible they will prosper. build it &amp; they will come. #brexit  MESSAGE 2: is this the un-elected ass hats in the eu? https://t.co/nnkecl09fn  MESSAGE 3: .@connellmcshane @ashwebsterfbn sounds like connell is going to interview the ""baghdad bob"" of the stay campaign"" #brexit","747843290037264385_747846560851988481_747830664641159169",
"1048885156","false","finalized","2","9/28/2016 17:54:53","leave","1.0000","MESSAGE 1: so eu is to open talks on jun 30 abt turkey joining the eu. what contempt cameron has shown the british people by trying to hide it #brexit  MESSAGE 2: @davidjo52951945 anyone who thinks we can have a #vote anytime we like is very optimistic eu will stand in way at every turn #brexit #now!  MESSAGE 3: @davidjo52951945 if #britain doesnt #brexit you will regret it forever. our father country will not exist anymore and death to us all. #usa","745806291935715328_745805860257988608_745805758445453314",
"1048885157","false","finalized","3","10/2/2016 08:36:50","leave","0.6664","MESSAGE 1: proposal paul ryan weeps over #brexit. wisconsin voters say #prexit august 9th!  MESSAGE 2: hey, #wisconsin let's take a cue from #brexit &amp; do a prexit on @speakerryan #dumpryan https://t.co/brmxwtzaux  MESSAGE 3: lord's prayer - 66 wordsus declaration of independence - 1300 wordstrans pacific partnership - 1,650,000 words#brexit #prexit","746523819074945024_746529280574644224_746523795301687296",
"1048885158","false","finalized","2","9/26/2016 18:22:52","untelligible","1.0000","MESSAGE 1: observation: @chucktodd identified ""immigration"" as the prime driver of #brexit, @jaketapper essentially refused to do so. #journalism  MESSAGE 2: watching @jaketapper, you'd have no idea that concerns of islamic terrorism related to muslim migration animated #brexit's supporters.  MESSAGE 3: belgium president of people's party warns america and endorses trump for president  #brexit #trump2016 #trumptrain  https://t.co/9j7sm1jzdn","747587894513045504_747587863814955013_747938161498566656",
"1048885159","false","finalized","3","9/27/2016 12:05:16","leave","0.6813","MESSAGE 1: times waited until today to print the story that 5.5m jobs in eu wld depend on free trade after #brexit #voteleave https://t.co/g1cyl7ty1t  MESSAGE 2: the reason why #brexit is so popular might be that the word #bremain sounds too french for the brits.  MESSAGE 3: brent crude oil drops below $50/bbl as #brexit vote begins. https://t.co/x9kntyvq2f","745882214571859969_745872110908809216_745873928359378944",
"1048885160","false","finalized","3","9/30/2016 10:36:50","untelligible","0.6642","MESSAGE 1: a historic moment.. that's for sure. for more: https://t.co/prvacy0x9s #brexit https://t.co/ij9emxkquq  MESSAGE 2: the giant hedge fund that got #brexit right https://t.co/g5jsclh37p via @wsjmarkets  MESSAGE 3: boris johnson goes from court jester to crown prince after #brexit win https://t.co/dmwhb0ipei https://t.co/ajix4mviut","746398943274205184_746389424401973248_746490546739421184",
